id,satisfaction_level,last_evaluation,number_project,average_monthly_hours,time_spend_company,Work_accident,package,promotion_last_5years,division,salary
9219,0.76,0.81,2,170,7,1,a,0,hr,low
9220,0.24,0.15,0,21,1,0,b,0,product_mng,high
9221,0.23,0.06,0,12,1,0,b,0,management,medium
9222,0.5,0.56,1,127,5,0,c,1,sales,low
9223,0.45,0.51,1,107,5,0,d,0,hr,low
9224,0.4,0.26,0,56,3,0,c,0,technical,medium
9225,0.83,0.79,2,186,8,1,c,0,marketing,medium
9226,0.85,0.88,2,178,8,1,d,0,support,medium
9227,0.54,0.36,1,84,4,0,d,0,marketing,low
9228,0.8,0.76,2,171,8,1,b,1,hr,medium
9229,0.53,0.3,1,81,4,1,b,0,product_mng,medium
9230,0.65,0.68,1,141,7,1,c,1,management,low
9231,0.63,0.43,1,103,4,1,d,0,support,medium
9232,0.22,0.07,0,28,1,0,c,0,sales,low
9233,0.84,0.86,2,184,8,1,b,0,marketing,low
9234,0.62,0.43,1,87,4,1,b,0,hr,low
9235,0.67,0.68,1,139,6,1,d,0,technical,low
9236,0.5,0.3,1,82,3,1,c,0,marketing,medium
9237,0.13,0.04,0,-4,0,0,b,0,product_mng,low
9238,0.25,0.04,0,19,1,1,d,0,sales,high
9239,0.65,0.43,1,95,5,1,d,0,management,medium
9240,0.63,0.61,1,148,6,1,c,0,technical,medium
9241,0.45,0.33,1,68,3,0,d,0,hr,low
9242,0.64,0.62,1,133,6,1,c,0,technical,low
9243,0.61,0.58,1,143,7,0,d,0,management,low
9244,0.63,0.62,1,150,6,1,c,0,RandD,medium
9245,0.65,0.44,1,100,4,1,d,0,RandD,medium
9246,0.85,0.86,2,181,8,1,c,1,product_mng,medium
9247,0.68,0.49,1,94,4,0,d,0,IT,low
9248,0.62,0.37,1,82,4,0,d,0,sales,low
9249,0.4,0.15,1,35,1,0,d,0,management,medium
9250,0.5,0.25,1,63,3,0,c,0,accounting,low
9251,0.15,0.06,0,13,0,0,c,0,technical,low
9252,0.54,0.52,1,134,6,1,a,0,technical,low
9253,0.38,0.19,0,56,2,0,d,1,RandD,medium
9254,0.46,0.27,1,53,3,0,e,0,support,medium
9255,0.69,0.67,1,159,7,1,c,0,management,low
9256,0.51,0.26,1,68,3,0,b,0,support,low
9257,0.39,0.2,1,47,2,0,c,0,technical,medium
9258,0.31,0.13,0,35,2,0,b,0,hr,low
9259,0.67,0.69,2,144,7,0,a,0,management,low
9260,0.26,0.16,0,17,1,0,b,0,management,medium
9261,0.58,0.37,1,91,4,1,d,0,support,low
9262,0.44,0.45,1,95,4,0,d,0,marketing,high
9263,0.6,0.66,1,139,6,1,b,0,IT,low
9264,0.55,0.6,1,123,6,1,e,0,management,medium
9265,0.75,0.72,2,170,7,0,c,0,technical,low
9266,0.16,0.06,0,17,1,0,e,0,hr,medium
9267,0.41,0.23,1,70,3,0,b,0,technical,low
9268,0.42,0.27,1,64,3,0,c,0,accounting,high
9269,0.3,0.18,0,40,2,0,c,0,sales,low
9270,0.43,0.26,0,62,3,0,c,0,technical,medium
9271,0.45,0.28,1,71,3,0,e,0,IT,low
9272,0.44,0.44,1,107,4,1,d,0,management,low
9273,0.58,0.61,1,138,6,1,d,0,technical,medium
9274,0.52,0.35,1,69,3,1,b,0,management,low
9275,0.65,0.66,2,148,7,1,c,0,sales,medium
9276,0.52,0.26,1,77,3,1,b,0,RandD,low
9277,0.44,0.27,1,59,3,0,d,0,marketing,low
9278,0.44,0.5,1,102,5,0,c,0,technical,low
9279,0.18,-0.01,0,5,0,0,e,0,IT,low
9280,0.21,0.04,0,20,1,0,c,0,product_mng,low
9281,0.61,0.36,1,89,4,1,b,0,IT,low
9282,0.89,0.87,2,188,9,1,e,0,marketing,low
9283,0.63,0.66,2,138,7,0,d,1,sales,low
9284,0.2,0.12,0,27,1,0,c,0,technical,low
9285,0.77,0.74,2,175,7,1,d,0,RandD,medium
9286,0.64,0.7,2,141,6,0,e,0,hr,medium
9287,0.55,0.57,1,128,6,1,d,0,marketing,high
9288,0.72,0.73,2,161,7,1,e,0,hr,medium
9289,0.55,0.32,1,76,4,0,b,0,management,medium
9290,0.37,0.17,0,51,2,1,c,0,support,medium
9291,0.44,0.5,1,109,4,1,d,0,sales,medium
9292,0.48,0.48,1,108,5,0,c,0,technical,low
9293,0.47,0.47,1,98,5,1,c,0,management,low
9294,0.51,0.48,1,108,5,0,e,0,technical,low
9295,0.88,0.89,2,198,8,1,b,0,accounting,medium
9296,0.82,0.79,2,188,9,1,c,1,hr,low
9297,0.83,0.78,2,175,8,1,c,0,management,medium
9298,0.71,0.71,1,156,8,1,c,0,management,low
9299,0.86,0.84,2,184,8,1,c,1,management,low
9300,0.21,0.08,0,28,1,0,d,0,management,medium
9301,0.45,0.24,0,50,2,1,e,0,accounting,medium
9302,0.65,0.48,1,100,4,0,c,0,technical,medium
9303,0.78,0.8,2,175,7,1,c,1,hr,medium
9304,0.44,0.49,1,96,4,1,d,1,hr,low
9305,0.66,0.64,2,145,7,0,e,1,hr,high
9306,0.25,0.16,0,25,1,0,b,0,hr,high
9307,0.42,0.19,1,53,2,0,d,0,marketing,high
9308,0.65,0.62,1,152,7,1,c,0,marketing,medium
9309,0.3,0.19,0,33,1,0,c,0,hr,medium
9310,0.55,0.35,1,63,3,0,a,0,accounting,low
9311,0.42,0.24,1,51,2,0,e,0,RandD,low
9312,0.51,0.35,1,63,4,0,b,1,RandD,low
9313,0.62,0.69,2,134,7,0,c,0,product_mng,low
9314,0.53,0.34,1,76,3,0,b,0,RandD,medium
9315,0.47,0.52,1,121,5,0,d,0,management,medium
9316,0.22,0.12,0,27,1,1,d,0,marketing,high
9317,0.72,0.7,2,167,7,1,b,0,RandD,medium
9318,0.48,0.3,1,79,3,0,b,0,technical,low
9319,0.57,0.61,1,138,6,0,c,0,sales,medium
9320,0.63,0.64,2,151,6,1,d,0,hr,low
9321,0.38,0.15,0,45,2,1,e,0,management,low
9322,0.81,0.77,2,173,8,1,c,0,marketing,low
9323,0.54,0.54,1,116,5,1,c,0,RandD,medium
9324,0.63,0.43,1,85,4,1,c,1,IT,high
9325,0.33,0.18,0,44,2,0,c,0,marketing,medium
9326,0.85,0.85,2,190,8,1,c,0,marketing,high
9327,0.7,0.73,2,146,7,1,c,0,sales,medium
9328,0.39,0.23,0,45,2,0,c,0,RandD,high
9329,0.46,0.31,1,67,3,0,d,0,management,low
9330,0.71,0.77,2,171,7,1,d,0,hr,high
9331,0.64,0.62,1,133,6,1,e,0,RandD,low
9332,0.7,0.67,2,158,7,1,c,0,product_mng,low
9333,0.61,0.37,1,92,4,1,a,0,marketing,low
9334,0.63,0.66,1,154,6,0,d,0,management,low
9335,0.52,0.35,1,79,4,0,d,0,management,low
9336,0.37,0.2,0,49,2,1,e,0,sales,low
9337,0.58,0.59,1,116,6,1,a,0,hr,medium
9338,0.93,0.83,2,188,8,1,d,0,management,low
9339,0.42,0.23,1,59,2,1,c,0,IT,high
9340,0.6,0.42,1,94,4,1,c,0,management,medium
9341,0.6,0.57,1,133,6,1,b,0,marketing,medium
9342,0.49,0.5,1,102,5,0,d,0,sales,high
9343,0.77,0.76,2,170,8,0,c,0,management,low
9344,0.66,0.69,1,153,7,1,c,0,product_mng,high
9345,0.22,0.03,0,12,1,0,c,0,marketing,low
9346,0.93,0.91,2,192,9,1,b,0,technical,low
9347,0.69,0.71,1,159,7,0,d,0,sales,low
9348,0.78,0.82,2,174,8,1,b,0,management,medium
9349,0.59,0.62,1,125,6,1,d,0,marketing,low
9350,0.76,0.78,2,176,8,1,c,0,management,low
9351,0.24,0.07,0,18,1,0,a,0,accounting,low
9352,0.45,0.33,1,70,3,0,d,0,management,low
9353,0.79,0.84,2,173,8,0,d,0,marketing,medium
9354,0.38,0.15,0,48,2,0,b,0,marketing,low
9355,0.27,0.05,0,26,0,0,c,0,support,low
9356,0.7,0.68,2,151,8,1,b,1,accounting,low
9357,0.78,0.78,2,158,7,1,d,1,hr,low
9358,0.34,0.13,0,26,2,0,e,0,sales,low
9359,0.76,0.72,2,172,8,1,c,1,accounting,low
9360,0.6,0.66,1,131,7,0,c,0,RandD,low
9361,0.45,0.47,1,110,5,0,d,0,marketing,medium
9362,0.74,0.73,2,164,7,1,c,0,RandD,low
9363,0.61,0.36,1,86,4,1,c,0,management,low
9364,0.35,0.15,1,37,1,0,b,0,marketing,low
9365,0.41,0.25,1,64,2,1,c,0,marketing,medium
9366,0.46,0.44,1,93,5,1,c,0,management,low
9367,0.47,0.48,1,111,5,0,b,0,management,low
9368,0.74,0.76,2,165,8,1,b,0,technical,low
9369,0.71,0.73,2,161,7,0,c,0,RandD,low
9370,0.52,0.5,1,114,5,0,c,0,marketing,medium
9371,0.72,0.7,2,146,7,1,b,0,management,low
9372,0.3,0.21,1,42,1,1,b,0,technical,high
9373,0.18,0,0,17,0,0,b,0,technical,low
9374,0.79,0.74,2,166,7,1,e,0,product_mng,low
9375,0.25,0.08,0,15,1,0,b,0,technical,low
9376,0.44,0.24,1,43,3,0,d,0,sales,medium
9377,0.62,0.6,2,142,6,0,c,0,product_mng,high
9378,0.53,0.39,1,88,4,0,d,0,product_mng,medium
9379,0.79,0.81,2,179,8,1,e,0,IT,medium
9380,0.49,0.31,0,56,3,1,c,0,management,low
9381,0.13,-0.02,0,-5,0,0,d,0,technical,medium
9382,0.48,0.3,0,66,3,0,d,0,management,low
9383,0.49,0.48,1,112,5,0,e,0,marketing,low
9384,0.51,0.35,1,66,3,0,a,0,marketing,low
9385,0.45,0.48,1,107,5,0,c,0,product_mng,low
9386,0.81,0.78,2,171,8,1,e,0,product_mng,medium
9387,0.85,0.85,2,189,8,1,c,1,product_mng,medium
9388,0.42,0.19,1,47,2,0,e,0,management,low
9389,0.65,0.42,1,91,5,1,d,0,marketing,medium
9390,0.5,0.47,1,105,5,0,c,0,IT,medium
9391,0.85,0.88,2,194,9,1,a,0,RandD,low
9392,0.95,0.85,2,201,9,1,b,0,product_mng,low
9393,0.38,0.25,1,54,2,0,b,0,management,low
9394,0.68,0.69,1,145,7,1,c,0,IT,low
9395,0.55,0.38,1,66,3,0,e,0,management,high
9396,0.12,-0.03,0,-4,0,0,c,0,technical,medium
9397,0.19,0.02,0,12,1,0,c,0,management,low
9398,0.65,0.37,1,90,4,1,b,0,hr,low
9399,0.63,0.48,1,100,4,1,c,0,technical,low
9400,0.22,0.04,0,12,0,0,c,0,IT,low
9401,0.62,0.62,1,128,7,1,d,0,hr,low
9402,0.44,0.28,1,61,3,1,c,0,management,medium
9403,0.49,0.46,1,108,5,0,d,0,technical,medium
9404,0.45,0.27,1,56,2,1,d,0,marketing,low
9405,0.36,0.13,0,28,2,1,b,0,product_mng,medium
9406,0.52,0.42,1,88,4,1,b,0,marketing,low
9407,0.37,0.24,0,43,2,0,a,1,support,low
9408,0.46,0.5,1,97,5,1,c,0,technical,low
9409,0.31,0.22,1,32,2,0,b,0,support,low
9410,0.42,0.44,1,95,5,0,c,1,technical,medium
9411,0.27,0.18,0,40,2,1,b,0,RandD,low
9412,0.62,0.59,1,133,6,1,c,0,technical,low
9413,0.65,0.7,1,158,7,1,b,0,marketing,high
9414,0.28,0.12,0,28,1,0,c,0,management,high
9415,0.64,0.37,1,101,4,0,e,0,management,high
9416,0.23,0.05,0,10,1,0,c,0,technical,low
9417,0.54,0.49,1,115,6,0,c,0,management,medium
9418,0.41,0.28,1,53,3,1,d,0,support,high
9419,0.44,0.44,1,104,5,1,a,1,sales,high
9420,0.43,0.47,1,104,4,0,b,0,product_mng,low
9421,0.84,0.86,2,175,8,1,e,0,management,low
9422,0.5,0.47,1,119,5,1,d,0,sales,low
9423,0.5,0.52,1,107,5,0,b,0,management,medium
9424,0.51,0.37,1,74,4,1,c,0,RandD,low
9425,0.85,0.82,2,194,8,1,c,0,hr,medium
9426,0.69,0.73,2,149,7,1,e,0,marketing,low
9427,0.39,0.24,1,50,3,0,c,0,marketing,medium
9428,0.78,0.73,2,161,8,1,b,0,RandD,low
9429,0.59,0.39,1,77,4,1,c,1,management,medium
9430,0.78,0.74,2,161,8,1,b,0,marketing,medium
9431,0.72,0.78,2,159,7,1,c,0,support,low
9432,0.38,0.21,1,38,2,1,b,0,management,medium
9433,0.64,0.63,2,139,6,0,c,0,marketing,low
9434,0.48,0.25,1,57,2,0,d,0,hr,medium
9435,0.47,0.25,1,62,3,1,d,0,RandD,medium
9436,0.45,0.25,1,55,2,1,d,0,product_mng,medium
9437,0.66,0.66,1,139,7,1,d,0,management,low
9438,0.36,0.24,1,54,2,0,d,0,marketing,low
9439,0.16,-0.02,0,3,0,0,c,0,sales,low
9440,0.64,0.62,1,135,7,1,b,0,management,low
9441,0.29,0.15,0,43,2,1,b,0,support,low
9442,0.25,0.05,0,24,1,0,b,0,marketing,low
9443,0.35,0.24,0,41,3,0,b,0,technical,medium
9444,0.56,0.34,1,85,3,0,e,0,management,low
9445,0.66,0.43,1,93,4,1,b,0,accounting,medium
9446,0.23,0.02,0,18,0,0,b,0,marketing,high
9447,0.92,0.91,2,186,9,1,c,0,sales,high
9448,0.64,0.61,1,137,7,1,b,0,RandD,medium
9449,0.51,0.32,1,67,3,1,b,0,RandD,low
9450,0.45,0.28,1,54,3,0,c,0,sales,low
9451,0.63,0.44,1,80,4,1,e,0,product_mng,low
9452,0.58,0.59,1,132,5,0,a,0,technical,low
9453,0.32,0.1,0,23,2,0,b,0,marketing,low
9454,0.31,0.2,1,46,2,0,d,0,marketing,low
9455,0.81,0.79,2,171,8,1,b,0,accounting,low
9456,0.41,0.19,0,59,3,0,c,0,hr,low
9457,0.52,0.31,1,74,3,1,b,0,management,low
9458,0.79,0.8,2,175,8,1,d,0,marketing,low
9459,0.57,0.61,1,128,6,0,d,0,management,low
9460,0.48,0.33,1,71,3,1,b,0,management,low
9461,0.58,0.63,1,132,6,1,e,1,sales,low
9462,0.15,0.03,0,-2,0,0,c,0,support,medium
9463,0.65,0.69,2,140,7,1,d,1,management,medium
9464,0.65,0.45,1,89,4,1,d,0,technical,medium
9465,0.73,0.71,2,158,8,1,c,0,hr,low
9466,0.88,0.9,2,195,8,1,d,0,marketing,low
9467,0.83,0.79,2,180,9,1,b,0,marketing,low
9468,0.83,0.81,2,178,8,1,a,0,RandD,low
9469,0.44,0.48,1,110,4,1,c,0,sales,medium
9470,0.52,0.32,1,75,4,1,b,1,marketing,medium
9471,0.63,0.38,1,102,4,0,e,1,technical,low
9472,0.6,0.58,2,146,7,1,e,0,marketing,medium
9473,0.83,0.81,2,167,8,1,b,0,product_mng,medium
9474,0.35,0.24,0,51,2,0,c,0,management,medium
9475,0.84,0.83,2,175,9,1,c,0,management,medium
9476,0.76,0.74,2,173,7,1,c,0,technical,high
9477,0.93,0.86,2,197,9,1,d,1,management,low
9478,0.83,0.77,2,177,7,1,c,0,hr,medium
9479,0.48,0.2,1,60,3,0,c,0,accounting,high
9480,0.22,0.08,0,30,1,0,d,1,management,low
9481,0.22,0.09,0,24,1,0,a,0,support,low
9482,0.4,0.23,0,57,3,0,a,0,technical,medium
9483,0.51,0.51,1,114,6,1,b,0,sales,low
9484,0.71,0.74,1,166,7,1,d,0,marketing,low
9485,0.83,0.85,2,173,8,1,b,0,hr,medium
9486,0.52,0.6,1,129,5,1,e,0,accounting,medium
9487,0.17,0.02,0,3,0,0,b,0,support,low
9488,0.37,0.13,0,36,1,0,c,0,sales,low
9489,0.21,0.11,0,22,1,0,a,0,marketing,high
9490,0.55,0.29,1,77,3,0,e,0,technical,medium
9491,0.7,0.47,1,109,5,1,b,0,technical,high
9492,0.23,0.06,0,3,0,0,c,0,support,medium
9493,0.47,0.34,1,79,4,0,e,0,support,low
9494,0.28,0.21,0,45,1,0,a,0,product_mng,low
9495,0.56,0.61,1,136,6,1,c,0,marketing,low
9496,0.59,0.43,1,100,4,1,c,0,marketing,low
9497,0.64,0.43,1,104,4,0,c,0,technical,low
9498,0.58,0.43,1,77,4,0,d,0,marketing,low
9499,0.89,0.83,2,194,9,1,c,1,IT,low
9500,0.37,0.23,0,47,2,0,b,0,marketing,low
9501,0.45,0.45,1,113,4,1,d,0,sales,low
9502,0.65,0.63,2,149,6,1,c,0,management,medium
9503,0.51,0.54,1,118,5,0,c,0,hr,low
9504,0.87,0.79,2,190,9,1,e,1,marketing,low
9505,0.57,0.38,1,72,3,0,c,0,technical,high
9506,0.56,0.39,1,85,4,1,d,0,technical,medium
9507,0.24,0.12,0,23,1,0,d,0,support,medium
9508,0.55,0.57,1,117,6,1,c,0,technical,medium
9509,0.47,0.28,1,53,3,1,d,0,product_mng,medium
9510,0.31,0.13,0,35,1,0,c,0,accounting,low
9511,0.45,0.44,1,114,5,1,b,0,IT,low
9512,0.44,0.51,1,108,5,0,d,0,accounting,low
9513,0.26,0.04,0,24,0,0,e,0,product_mng,low
9514,0.63,0.62,1,134,6,0,a,0,IT,medium
9515,0.55,0.57,1,119,6,1,d,0,marketing,low
9516,0.36,0.17,0,41,1,0,a,0,management,low
9517,0.64,0.39,1,101,5,0,c,0,sales,medium
9518,0.65,0.61,1,145,7,0,d,0,marketing,medium
9519,0.44,0.44,1,96,5,1,c,1,accounting,low
9520,0.5,0.4,1,84,4,0,c,0,technical,low
9521,0.51,0.24,1,70,3,1,b,0,RandD,low
9522,0.53,0.6,1,118,6,1,e,0,management,low
9523,0.86,0.82,2,179,9,1,c,0,product_mng,low
9524,0.59,0.56,1,134,6,1,b,0,IT,medium
9525,0.17,0.07,0,5,0,0,a,0,IT,medium
9526,0.65,0.37,1,90,4,0,b,0,product_mng,low
9527,0.8,0.81,2,168,8,1,c,0,technical,low
9528,0.26,0.12,0,12,1,0,d,0,RandD,high
9529,0.9,0.85,2,196,9,1,e,0,technical,low
9530,0.87,0.88,2,182,9,1,d,0,marketing,medium
9531,0.24,0.06,0,8,1,0,c,0,product_mng,low
9532,0.83,0.8,2,193,8,1,d,0,marketing,low
9533,0.5,0.29,1,63,3,1,c,0,sales,low
9534,0.76,0.8,2,172,8,1,c,0,RandD,medium
9535,0.56,0.34,1,90,3,1,d,0,technical,medium
9536,0.55,0.43,1,81,4,1,b,1,support,low
9537,0.57,0.57,1,120,6,0,c,0,product_mng,low
9538,0.72,0.65,1,157,7,1,e,0,support,low
9539,0.17,0.02,0,2,0,0,c,0,sales,low
9540,0.52,0.56,1,118,5,0,c,0,hr,low
9541,0.3,0.19,0,45,1,0,d,0,management,medium
9542,0.49,0.31,1,63,3,1,d,0,management,low
9543,0.47,0.35,1,72,3,1,c,0,IT,low
9544,0.58,0.39,1,103,5,0,c,0,management,low
9545,0.46,0.34,1,57,3,0,b,0,marketing,low
9546,0.28,0.13,0,13,1,0,b,0,technical,low
9547,0.25,0.16,0,31,1,0,e,0,technical,low
9548,0.2,0.06,0,15,0,0,d,0,management,low
9549,0.58,0.43,1,88,4,0,e,0,management,medium
9550,0.85,0.87,2,187,9,1,d,0,product_mng,low
9551,0.23,0.11,0,16,1,0,c,0,technical,medium
9552,0.89,0.84,2,187,8,1,d,0,RandD,low
9553,0.67,0.66,2,137,7,1,d,0,product_mng,low
9554,0.56,0.55,1,126,6,1,b,0,IT,medium
9555,0.56,0.58,1,131,6,1,c,0,hr,low
9556,0.75,0.73,2,176,7,1,c,1,technical,medium
9557,0.28,0.06,0,28,1,0,b,0,technical,medium
9558,0.69,0.43,1,106,5,0,b,0,technical,medium
9559,0.62,0.67,2,135,6,1,c,0,marketing,medium
9560,0.52,0.52,1,110,5,1,c,0,technical,low
9561,0.77,0.77,2,168,8,1,b,0,product_mng,high
9562,0.23,0.03,0,14,1,0,d,0,sales,low
9563,0.6,0.61,1,138,6,1,d,0,marketing,medium
9564,0.47,0.44,1,98,5,0,b,0,technical,low
9565,0.58,0.31,1,76,4,1,e,0,marketing,low
9566,0.45,0.32,1,61,3,0,d,0,support,high
9567,0.57,0.57,1,122,5,0,d,0,management,medium
9568,0.81,0.77,2,169,8,1,a,0,product_mng,medium
9569,0.64,0.45,1,107,4,0,e,1,technical,low
9570,0.74,0.77,2,154,7,1,e,0,RandD,medium
9571,0.52,0.33,1,89,4,0,c,0,marketing,low
9572,0.22,0.04,0,27,1,0,e,0,accounting,medium
9573,0.21,0.07,0,17,1,1,c,0,marketing,high
9574,0.24,0,0,20,0,0,b,0,management,low
9575,0.52,0.39,1,67,3,0,d,0,management,low
9576,0.45,0.32,1,71,3,1,c,0,management,low
9577,0.63,0.65,2,151,6,0,c,0,technical,low
9578,0.64,0.66,2,141,7,1,b,0,RandD,high
9579,0.19,0.05,0,12,0,0,c,0,RandD,low
9580,0.37,0.16,0,42,2,1,d,0,IT,high
9581,0.47,0.29,0,53,3,0,d,0,management,medium
9582,0.46,0.51,1,118,5,0,c,0,RandD,low
9583,0.31,0.09,0,29,1,1,c,0,management,medium
9584,0.24,0.12,0,18,1,0,c,0,hr,low
9585,0.86,0.81,2,197,9,0,c,0,management,low
9586,0.71,0.67,2,154,7,1,d,0,marketing,low
9587,0.35,0.18,0,44,2,1,c,0,marketing,low
9588,0.52,0.38,1,91,3,1,e,0,technical,medium
9589,0.53,0.33,1,80,3,0,c,0,management,low
9590,0.7,0.68,1,162,7,0,d,0,marketing,medium
9591,0.44,0.47,1,107,4,0,d,1,marketing,low
9592,0.31,0.07,0,30,1,0,e,0,marketing,medium
9593,0.65,0.68,1,147,7,0,b,0,marketing,low
9594,0.53,0.37,1,75,3,0,c,0,sales,low
9595,0.43,0.25,0,48,2,0,e,0,product_mng,low
9596,0.54,0.38,1,81,4,0,e,1,technical,medium
9597,0.63,0.49,1,103,4,1,b,0,marketing,high
9598,0.49,0.35,1,70,3,1,c,1,marketing,low
9599,0.39,0.26,1,51,2,0,b,0,product_mng,medium
9600,0.51,0.39,1,85,4,1,d,0,marketing,medium
9601,0.19,0.06,0,9,0,0,d,0,management,low
9602,0.71,0.73,2,146,7,1,c,0,marketing,low
9603,0.29,0.18,0,31,1,0,d,0,marketing,low
9604,0.24,-0.01,0,3,1,0,d,0,RandD,high
9605,0.59,0.54,1,131,6,0,d,0,product_mng,low
9606,0.7,0.73,2,145,7,1,b,0,hr,low
9607,0.71,0.73,2,167,7,1,d,1,marketing,medium
9608,0.67,0.47,1,90,5,1,b,0,marketing,low
9609,0.38,0.17,0,37,2,0,d,0,marketing,medium
9610,0.65,0.66,1,154,6,1,c,0,hr,low
9611,0.65,0.65,1,131,7,1,b,0,management,medium
9612,0.44,0.27,0,53,3,0,b,0,technical,medium
9613,0.84,0.77,2,188,8,1,c,0,technical,low
9614,0.22,0.13,0,22,1,0,e,0,management,low
9615,0.89,0.91,2,200,9,1,b,0,management,low
9616,0.8,0.76,2,178,8,1,e,1,technical,medium
9617,0.63,0.61,1,132,6,0,c,0,management,low
9618,0.85,0.8,2,190,8,1,e,0,technical,medium
9619,0.67,0.6,1,140,7,1,e,0,support,low
9620,0.3,0.17,0,33,2,0,b,0,RandD,low
9621,0.62,0.36,1,82,4,1,d,0,marketing,low
9622,0.21,0.03,0,16,1,0,c,0,technical,low
9623,0.57,0.39,1,84,4,0,d,0,marketing,low
9624,0.65,0.67,2,156,6,1,d,0,accounting,medium
9625,0.55,0.36,1,77,3,0,b,0,hr,low
9626,0.5,0.27,1,63,3,0,d,0,product_mng,low
9627,0.54,0.57,1,124,6,1,c,0,hr,low
9628,0.81,0.82,2,180,8,1,d,0,RandD,medium
9629,0.23,0.05,0,5,0,0,c,0,hr,low
9630,0.52,0.39,1,74,4,1,d,0,hr,medium
9631,0.26,0.18,0,33,2,1,c,0,RandD,medium
9632,0.6,0.65,1,139,6,1,d,1,management,low
9633,0.28,0.12,0,26,1,0,d,0,management,high
9634,0.57,0.55,1,132,6,0,c,0,hr,low
9635,0.48,0.24,1,50,2,0,c,0,hr,low
9636,0.36,0.14,0,33,1,0,b,0,hr,high
9637,0.86,0.8,2,196,8,1,d,0,support,low
9638,0.14,-0.02,0,-1,0,0,e,0,RandD,medium
9639,0.56,0.43,1,79,4,0,b,1,product_mng,low
9640,0.17,-0.01,0,9,0,0,c,0,product_mng,low
9641,0.59,0.48,1,100,4,1,d,0,IT,medium
9642,0.68,0.46,1,102,5,1,c,0,IT,low
9643,0.48,0.26,1,64,3,0,d,0,IT,low
9644,0.32,0.12,0,35,1,0,a,0,IT,low
9645,0.54,0.31,1,68,3,1,e,0,technical,low
9646,0.57,0.65,1,134,6,1,b,0,product_mng,low
9647,0.72,0.74,2,157,7,1,c,1,sales,low
9648,0.46,0.43,1,96,5,1,b,0,support,medium
9649,0.52,0.58,1,116,5,0,e,0,hr,low
9650,0.33,0.2,0,46,2,0,b,0,IT,low
9651,0.47,0.22,1,57,3,0,c,0,technical,medium
9652,0.31,0.16,0,40,2,0,d,0,management,low
9653,0.4,0.24,0,53,2,0,c,0,sales,low
9654,0.37,0.17,1,49,2,0,d,0,sales,medium
9655,0.43,0.49,1,110,5,0,d,0,technical,medium
9656,0.5,0.46,1,116,5,1,b,0,marketing,medium
9657,0.87,0.84,2,193,8,1,c,0,product_mng,high
9658,0.39,0.13,0,44,2,0,b,0,technical,low
9659,0.57,0.62,1,129,6,1,b,0,marketing,low
9660,0.72,0.76,2,165,7,0,c,0,management,low
9661,0.49,0.47,1,106,5,1,e,0,management,high
9662,0.4,0.22,1,59,2,0,b,0,RandD,low
9663,0.42,0.2,1,48,2,1,a,0,management,high
9664,0.22,0.06,0,9,0,0,e,0,sales,low
9665,0.48,0.23,1,57,3,0,c,0,management,medium
9666,0.65,0.7,1,152,7,1,c,0,hr,high
9667,0.25,0.09,0,20,1,0,e,0,RandD,low
9668,0.4,0.22,0,50,2,0,d,0,technical,medium
9669,0.64,0.61,1,144,7,1,d,0,management,medium
9670,0.7,0.69,2,157,7,1,d,0,accounting,low
9671,0.64,0.41,1,92,4,1,c,0,sales,medium
9672,0.64,0.64,1,134,7,1,d,0,technical,low
9673,0.52,0.37,1,75,4,1,c,0,technical,low
9674,0.32,0.15,0,30,2,1,c,0,RandD,low
9675,0.54,0.35,1,89,4,1,b,0,hr,medium
9676,0.53,0.56,1,115,6,1,b,0,support,low
9677,0.85,0.81,2,192,9,0,c,0,technical,low
9678,0.22,0.06,0,22,1,0,c,0,marketing,low
9679,0.43,0.49,1,102,5,0,c,0,sales,low
9680,0.5,0.25,1,61,3,1,d,0,marketing,medium
9681,0.46,0.48,1,100,4,1,d,0,technical,low
9682,0.14,0.05,0,2,0,0,d,0,management,low
9683,0.5,0.3,0,66,3,0,b,0,accounting,low
9684,0.73,0.69,2,160,7,1,a,0,RandD,low
9685,0.5,0.46,1,115,5,0,b,0,management,low
9686,0.63,0.39,1,98,4,0,e,0,technical,low
9687,0.48,0.23,0,55,3,1,c,0,product_mng,medium
9688,0.42,0.32,0,53,3,0,d,0,marketing,low
9689,0.49,0.36,1,79,3,0,b,0,management,low
9690,0.75,0.74,2,165,8,1,d,0,management,low
9691,0.89,0.92,2,195,9,1,d,0,technical,low
9692,0.64,0.42,1,91,4,1,d,0,sales,high
9693,0.56,0.33,1,76,4,1,c,0,product_mng,medium
9694,0.77,0.75,2,178,7,1,d,0,technical,low
9695,0.55,0.36,1,84,3,0,e,0,management,low
9696,0.47,0.54,1,106,5,1,e,0,management,low
9697,0.34,0.21,1,54,2,0,b,0,hr,medium
9698,0.67,0.71,1,141,7,0,c,0,technical,medium
9699,0.46,0.46,1,98,5,1,b,0,marketing,high
9700,0.73,0.77,1,171,7,1,e,0,RandD,low
9701,0.72,0.66,2,150,7,1,e,0,accounting,low
9702,0.34,0.25,0,37,2,0,c,1,support,high
9703,0.66,0.69,1,145,7,0,e,0,sales,low
9704,0.73,0.71,2,151,7,1,d,0,technical,medium
9705,0.54,0.34,1,72,3,0,d,0,marketing,low
9706,0.31,0.18,0,33,1,0,c,0,management,high
